first_name,last_name,email,remaining_goal_amount
Clara,Armstrong,clara.armstrong@vodafone.it,-2191
Elliott,Herrmann,elliott.herrmann@hotmail.com.au,-2966
Graziella,Vidal,graziella.vidal@hotmail.com,-8886
Francisca,Becerra,francisca.becerra@young.com.au,1823
Edeltrud,Boyer,edeltrud.boyer@outlook.com,-7641
Julian,Noble,julian.noble@hill.org.au,-26044
Christophe,Bohnbach,christophe.bohnbach@ifrance.com,116570
Ippazio,Angulo,ippazio.angulo@yahoo.com,-5241
Grace,Kroker,grace.kroker@hotmail.com,1085
Jared,Ferguson,jared.ferguson@roberts.com,-59304
Virginie,McLean,virginie.mclean@yahoo.com,-3410
Mason,Potter,mason.potter@gmail.com,56077
Aaron,Anaya,aaron.anaya@hotmail.com.au,4656
Leah,Ornelas,leah.ornelas@gmail.com,-7241
Harald,Roy,harald.roy@web.de,4501
Micaela,Martel,micaela.martel@hotmail.com,-9590
Vincentio,Sanders,vincentio.sanders@voila.fr,961
Bettina,Norbiato,bettina.norbiato@allen-lutz.org,-1291
Julio,Renner,julio.renner@industrias.net,-10123
Jelena,Stiffel,jelena.stiffel@trupp.de,2192
Guadalupe,Munoz,guadalupe.munoz@murray-hamilton.com.au,67027
Whitney,Noack,whitney.noack@laboratorios.org,-55916
Gelsomina,Migliaccio,gelsomina.migliaccio@junk.com,1786
Evangelista,Pereira,evangelista.pereira@thompson-peterson.biz,2997
Gareth,Comolli,gareth.comolli@tiscali.fr,28777
Michelangelo,Hess,michelangelo.hess@bouygtel.fr,48281
