"first_name","last_name","email","remaining_goal_amount"
"Erin","Weinhold","erin.weinhold@hotmail.fr",49635.0
"Craig","Jordan","craig.jordan@gmail.com",-2160.0
"Homero","Respighi","homero.respighi@gmail.com",-4689.0
"Fanny","Pertile","fanny.pertile@gmail.com",61426.0
"Fridolin","Comboni","fridolin.comboni@graf.com",-329.0
"Hugh","Cantu","hugh.cantu@libero.it",22855.0
"Alphons","Simmons","alphons.simmons@hotmail.com",5511.0
"Ludovico","Cafarchia","ludovico.cafarchia@gmail.com",-6374.0
"Nico","Kaiser","nico.kaiser@almonte.com",-3908.0
"Kirsty","Lamy","kirsty.lamy@alonzi.it",-21449.0
"Joshua","Scheibe","joshua.scheibe@turci.org",-4758.0
"Carin","Pineau","carin.pineau@yahoo.com",-7835.0
"Ellie","Galarza","ellie.galarza@pareto-cattaneo.net",-2370.0
"Marion","Lira","marion.lira@ifrance.com",-1508.0
"Aurelia","Angiolello","aurelia.angiolello@lord.com",148692.0
"Maura","Ravaglioli","maura.ravaglioli@yahoo.com",-133538.0
"Brunhilde","Fletcher","brunhilde.fletcher@schomber.de",6363.0
"Ottfried","Marques","ottfried.marques@tyler-watson.info",85109.0
"Christelle","Blasi","christelle.blasi@morris-chan.com",-9520.0
"Augusto","Vercelloni","augusto.vercelloni@club-internet.fr",98.0
"Michela","Pruvost","michela.pruvost@holt.co.uk",-3146.0
"Guarino","Escalante","guarino.escalante@hotmail.com",-2134.0
"Gabriela","Padilla","gabriela.padilla@pearson-russell.com",40291.0
"Agathe","Dias","agathe.dias@jackson.com",5705.0
"Werner","Kallert","werner.kallert@gmail.com",-5055.0
"Lore","Delaunay","lore.delaunay@yahoo.com",-3464.0
"Enzio","Campos","enzio.campos@tim.it",7257.0
"Walther","Duarte","walther.duarte@web.de",-83750.0
"Adelgunde","Trevisan","adelgunde.trevisan@gmail.com",-6821.0
"Thierry","Schwartz","thierry.schwartz@travaglio.net",124285.0
"Katie","Andersen","katie.andersen@haney.com.au",-5739.0
"Kathy","Zamorani","kathy.zamorani@hotmail.com",-12510.0
"Giuseppina","Tanguy","giuseppina.tanguy@wanadoo.fr",34664.0
"Jack","Klapp","jack.klapp@hotmail.com.au",2724.0
"Tom","Leconte","tom.leconte@woods-johnson.com",-70036.0
"Bonnie","Cignaroli","bonnie.cignaroli@yahoo.com",2357.0
"Danny","Farrell","danny.farrell@hotmail.com",1503.0
"Fiorenzo","Bauer","fiorenzo.bauer@gmail.com",-5221.0
"Randy","Alfieri","randy.alfieri@verri.org",14685.0
"Tim","Bradley","tim.bradley@schlosser.de",-4376.0
"Yves","Mendez","yves.mendez@gmail.com",159190.0
"Raffaella","Esquivel","raffaella.esquivel@gmail.com",-39040.0
"Lawrence","Vasari","lawrence.vasari@castillo.edu",-2344.0
"Sam","Adams","sam.adams@yahoo.com",-152892.0
"Mirco","Nicolini","mirco.nicolini@blin.net",-3722.0
"Graham","Bajardi","graham.bajardi@yahoo.com",7123.0
"Luc","Quinn","luc.quinn@walker.com",3899.0
"Stella","Ullrich","stella.ullrich@hotmail.com.au",-28986.0
"Calcedonio","Remy","calcedonio.remy@edwards-benton.com",-6452.0
"Nanni","Almaraz","nanni.almaraz@martin.com",-430.0
"Pascual","Corradi","pascual.corradi@lopez.net.au",2171.0
"Kristi","Grant","kristi.grant@yahoo.co.uk",-2583.0
"Manuel","Gracia","manuel.gracia@trussardi.eu",-102015.0
"Gionata","Hussain","gionata.hussain@yahoo.com",-5080.0
"Maria","Nguyen","maria.nguyen@hernadez.com",-3912.0
"Leon","Baker","leon.baker@hotmail.com",101510.0
"Gianmarco","Alcaraz","gianmarco.alcaraz@zacchia.net",86109.0
"Derrick","Little","derrick.little@small.org",-893.0
"Terry","Ramirez","terry.ramirez@hotmail.co.uk",3961.0
"Katarina","Clarke","katarina.clarke@hotmail.com.au",3739.0
"Leila","Washington","leila.washington@gmail.com",37385.0
"Mirko","Townsend","mirko.townsend@schmitt.com",3395.0
"Randall","Connolly","randall.connolly@jovinelli-castelli.com",-4469.0
"Pia","Burgess","pia.burgess@proyectos.org",1858.0
"Justine","Mancini","justine.mancini@tiscali.it",116195.0
"Reynaldo","Wagenknecht","reynaldo.wagenknecht@faure.com",138462.0
"Toni","Magrassi","toni.magrassi@gmail.com",2639.0
"Patrizio","Cisneros","patrizio.cisneros@martinez.edu.au",3482.0
"Durante","Lindner","durante.lindner@picard.fr",-3620.0
"Rosl","Lamborghini","rosl.lamborghini@hiller.net",95.0
"Ugo","Harrison","ugo.harrison@morley-chapman.co.uk",-144556.0
"Isidor","Carpenter","isidor.carpenter@chauvin.com",43513.0
"Marie","Zoppetto","marie.zoppetto@kallert.de",1320.0
"Branko","Chambers","branko.chambers@ifrance.com",-113784.0
"Alan","Pineda","alan.pineda@proyectos.info",-7063.0
"Carmen","Oestrovsky","carmen.oestrovsky@gmail.com",151902.0
"Shane","Fernandez","shane.fernandez@hotmail.de",-2634.0
"Debbie","Guilbert","debbie.guilbert@berg.edu",-6981.0
"Vito","Dossi","vito.dossi@hotmail.co.uk",138369.0
"Evan","Schacht","evan.schacht@price.com",822.0
"Mandy","Weston","mandy.weston@free.fr",-1100.0
"Paulo","Zito","paulo.zito@nelson.biz",-7057.0
"Alberto","Girschner","alberto.girschner@laboratorios.com",903.0
"Giacomo","Bouvet","giacomo.bouvet@gmail.com",-9464.0
"Ehrentraud","Puga","ehrentraud.puga@laboratorios.com",-6301.0
"Cristian","Hale","cristian.hale@hotmail.co.uk",-11768.0
"Lilija","Charles","lilija.charles@gmail.com",-32738.0
"Albert","Legendre","albert.legendre@lee.com",-5717.0
"Marisa","Renaud","marisa.renaud@smith.org",-650.0
"Sharon","Diallo","sharon.diallo@gmail.com",37241.0
"Eduardo","Delattre","eduardo.delattre@lynch.net.au",3686.0
"Bernadette","Wang","bernadette.wang@gmail.com",-54824.0
"Dina","Gibbons","dina.gibbons@brewer.net",94924.0
"Clara","Armstrong","clara.armstrong@vodafone.it",-2191.0
"Elliott","Herrmann","elliott.herrmann@hotmail.com.au",-2966.0
"Graziella","Vidal","graziella.vidal@hotmail.com",-8886.0
"Francisca","Becerra","francisca.becerra@young.com.au",1823.0
"Edeltrud","Boyer","edeltrud.boyer@outlook.com",-7641.0
"Julian","Noble","julian.noble@hill.org.au",-26044.0
"Christophe","Bohnbach","christophe.bohnbach@ifrance.com",116570.0
"Ippazio","Angulo","ippazio.angulo@yahoo.com",-5241.0
"Grace","Kroker","grace.kroker@hotmail.com",1085.0
"Jared","Ferguson","jared.ferguson@roberts.com",-59304.0
"Virginie","McLean","virginie.mclean@yahoo.com",-3410.0
"Mason","Potter","mason.potter@gmail.com",56077.0
"Aaron","Anaya","aaron.anaya@hotmail.com.au",4656.0
"Leah","Ornelas","leah.ornelas@gmail.com",-7241.0
"Harald","Roy","harald.roy@web.de",4501.0
"Micaela","Martel","micaela.martel@hotmail.com",-9590.0
"Vincentio","Sanders","vincentio.sanders@voila.fr",961.0
"Bettina","Norbiato","bettina.norbiato@allen-lutz.org",-1291.0
"Julio","Renner","julio.renner@industrias.net",-10123.0
"Jelena","Stiffel","jelena.stiffel@trupp.de",2192.0
"Guadalupe","Munoz","guadalupe.munoz@murray-hamilton.com.au",67027.0
"Whitney","Noack","whitney.noack@laboratorios.org",-55916.0
"Gelsomina","Migliaccio","gelsomina.migliaccio@junk.com",1786.0
"Evangelista","Pereira","evangelista.pereira@thompson-peterson.biz",2997.0
"Gareth","Comolli","gareth.comolli@tiscali.fr",28777.0
"Michelangelo","Hess","michelangelo.hess@bouygtel.fr",48281.0
